created_at,username,acctdesc,location,total_tweets_created,account_creation_date,retweetcounts,hashtags,tweet_text
2021-03-25 21:15:18,ElenaPanizo,Onco-hematóloga Pediátrica y mamá a jornada completa,Madrid,816,2011-05-09 07:23:15,1,"[{'text': 'PandemicFatigue', 'indices': [86, 102]}]","“I want the goverment to motivate me, to make it easier” Please help us to fight this #PandemicFatigue https://t.co/uYho37uRU6"
2021-03-25 20:45:05,Alun_Price,"Grandfather, Father, Husband, Scientist, Priest. @OneKathTwoJohns @givenfreely2all keeper of goats, chickens and wild rabbits.",Doncaster,2990,2009-04-15 15:19:21,0,"[{'text': 'pandemiclife', 'indices': [123, 136]}, {'text': 'pandemicdeath', 'indices': [137, 151]}, {'text': 'pandemicblues', 'indices': [152, 166]}]","In a year of poo today has been the pooiest - I’ve needed prayer, presseco and Christmas pudding and custard this evening. #pandemiclife #pandemicdeath #pandemicblues"
2021-03-25 19:40:24,cmiller237,"Still a Data Center nerd. Interests: Science, Tech, AI, HPC, social media.
Pronouns: She/Her/Hers",Central New Jersey,24170,2008-01-26 16:23:23,0,"[{'text': 'pandemicfatigue', 'indices': [78, 94]}, {'text': 'finance', 'indices': [103, 111]}]",Citigroup CEO Jane Fraser calls for Zoom-Free Fridays and new bank holiday as #pandemicfatigue grows - #finance https://t.co/dmvIcXkkLM
2021-03-25 19:31:58,sarahsmile723,#TeamPeteForever #TeamBidenHarris #BDC #BidenCoalition #JoeOssoff4Senate #Creatives4Democracy 🐝😎☘️💙🇺🇸,"Quincy, MA",6215,2011-08-25 02:24:35,0,"[{'text': 'pandemicblues', 'indices': [58, 72]}, {'text': 'murphyslaw', 'indices': [73, 84]}, {'text': 'southie', 'indices': [85, 93]}, {'text': 'LStreet', 'indices': [94, 102]}]","@murphys_law_southie still there but all boarded up. 😢☘️😔 #pandemicblues #murphyslaw #southie #LStreet @ South Boston, Massachusetss https://t.co/TQOL6JfXE0"
2021-03-25 19:27:55,TheMarketingAnu,"Digital Marketer -
I love sharing marketing tips & interacting with GIFs 😏 -
Host of the weekly #PPCChat Roundup podcast #linkinbio #marketingtwitter","London, England",3702,2017-04-21 11:28:49,1,[],"It is taking a lot of energy to keep sane and together during these pandemic times. So even if it feels like you didn't move around a lot but still feel tired at the end of the day - that's okay. Staying positive on it's own is tiring. 

#pandemicfatigue
#stillfeelingit"
2021-03-25 19:18:07,beyondthetitle,Entertainment writer who writes with his nose! Author of Adapted and Beyond The Title: The Yearbook https://t.co/je14EqmjOD,Isle of Wight,921,2015-09-30 13:04:20,0,"[{'text': 'NEWS', 'indices': [12, 17]}, {'text': 'COVID19', 'indices': [74, 82]}, {'text': 'covidfatigue', 'indices': [133, 146]}]","When is the #NEWS going to stop formulaic stories about industries hit by #COVID19 ...we get it, everyone and everything is screwed! #covidfatigue"
2021-03-25 18:30:10,WebHostCanada,"Canada's favorite web host, powering thousands of sites worldwide // L'hébergeur web de choix du Canada, propulsant des milliers de sites web à travers le monde","Montreal, Canada",702,2010-07-27 14:47:14,1,"[{'text': 'WHC', 'indices': [133, 137]}, {'text': 'dailyreminder', 'indices': [138, 152]}, {'text': 'takeabreak', 'indices': [153, 164]}, {'text': 'breaktime', 'indices': [165, 175]}, {'text': 'selflove', 'indices': [176, 185]}, {'text': 'takebreaks', 'indices': [186, 197]}, {'text': 'smallbusinessowner', 'indices': [198, 217]}, {'text': 'wfh', 'indices': [218, 222]}, {'text': 'workfromhome', 'indices': [223, 236]}, {'text': 'wfhlife', 'indices': [237, 245]}, {'text': 'covidblues', 'indices': [246, 257]}, {'text': 'mtlmoments', 'indices': [258, 269]}]","Just your midday reminder to take a well-deserved break...  

There's absolutely nothing productive about burning yourself out.  😏 

#WHC #dailyreminder #takeabreak #breaktime #selflove #takebreaks #smallbusinessowner #wfh #workfromhome #wfhlife #covidblues #mtlmoments https://t.co/gubsh3foVa"
2021-03-25 17:29:43,BHLibraries,"Official Twitter account for Brighton & Hove City Council Libraries. Awarded Library of Sanctuary in 2020. 
Please see our website for full list of services.",Brighton & Hove,17200,2010-10-20 15:30:11,1,"[{'text': 'brightonandhove', 'indices': [114, 130]}]","Download your activity pack now courtesy of The Hop 50+ Community team. https://t.co/cbh3EKjHTa
#brightonandhove #letsconnect #communitysupport #50plusandfabulous #loneliness #covidfatigue #isolationlife #isolationcreation #thingstodo #activities https://t.co/TllhYRVgEp"
2021-03-25 16:34:50,meh1rad,"Doc of Structure and Quality, Interpreter of Abdominal Imaging, moving to where the puck is going to be (she/her)",Emory University Healthcare,2181,2011-05-21 12:21:23,0,"[{'text': 'pandemicfatigue', 'indices': [120, 136]}, {'text': 'SAR21', 'indices': [137, 143]}]",@cvsantil reminding us that the reading room is just one of the rooms where we spend time in our lives @SocAbdRadiology #pandemicfatigue #SAR21 https://t.co/By4ppYnNJo
2021-03-25 16:28:36,NicolaCalder7,"I like dogs, science, nature, tech, healthcare, films, music and Kate Bush. I don’t like quackery or Christmas food. Mince pies ugh. She/Her. My views.","Planet Earth, mostly Yorkshire",14756,2016-12-08 17:20:46,0,"[{'text': 'pandemicblues', 'indices': [95, 109]}]",Today I am simply not strong enough to listen to Laura Marling without breaking down. Jeez.....#pandemicblues
2021-03-25 16:09:59,Carrot_Health,"We provide consumer insights for every individual person in the United States to engage patients and members, close gaps in care, and optimize performance.","Minneapolis, MN",1444,2015-02-25 17:52:48,0,"[{'text': 'Pandemicfatigue', 'indices': [0, 16]}, {'text': 'mentalhealth', 'indices': [34, 47]}]","#Pandemicfatigue is impacting our #mentalhealth (&amp; we're not recommending vacation just yet), but data shows that travel *does* correlate with lower health risk. Check out the health reasons you may want to book that trip as soon as it's safe. https://t.co/ugGZfEWUoO"
2021-03-25 16:01:12,AgeingWellBH,"We help people aged 50+ in Brighton & Hove find activities, groups, trips, befriending, and information in order to get the best from life.
T:  07770 061 072",Brighton & Hove,2511,2019-08-21 09:38:48,1,"[{'text': 'brightonandhove', 'indices': [96, 112]}, {'text': 'letsconnect', 'indices': [113, 125]}, {'text': 'communitysupport', 'indices': [126, 143]}, {'text': '50plusandfabulous', 'indices': [144, 162]}, {'text': 'loneliness', 'indices': [163, 174]}, {'text': 'covidfatigue', 'indices': [175, 188]}, {'text': 'isolationlife', 'indices': [189, 203]}, {'text': 'isolationcreation', 'indices': [204, 222]}, {'text': 'thingstodo', 'indices': [223, 234]}, {'text': 'activities', 'indices': [235, 246]}]","Download your activity pack now courtesy of The Hop 50+ Community team. https://t.co/cbh3EKjHTa
#brightonandhove #letsconnect #communitysupport #50plusandfabulous #loneliness #covidfatigue #isolationlife #isolationcreation #thingstodo #activities https://t.co/TllhYRVgEp"
2021-03-25 15:28:55,WindsorEssexLIP,The Windsor Essex Local Immigration Partnership (WE LIP) strives to help make Windsor-Essex a more welcoming and inclusive community.,"Windsor, Ontario",2810,2017-02-25 21:29:28,4,[],"Are you experiencing COVID fatigue? 

Join the Working Towards Wellness webinar on March 30 at noon. Registration is FREE. 
https://t.co/MukGIVLwWG

#pandemicfatigue #wellness #webinar #mentalhealth https://t.co/1mRkJlAMVD"
2021-03-25 13:49:03,InkIvy2,"Artistic human hoping to share joy through illustration.  
Life is beautiful. Life is difficult.  Be kind. 

 Hi Twitter verse. 👋",,41,2021-03-18 21:15:21,0,"[{'text': 'ArtistOnTwitter', 'indices': [165, 181]}, {'text': 'Illustrations', 'indices': [182, 196]}, {'text': 'pandemicfatigue', 'indices': [197, 213]}]","Nap-a-saurus. 

Pandemic fatigue. We are less physically  busy than we have ever been.  That slack gets eaten up by the emotional and mental weight of the moment. 

#ArtistOnTwitter #Illustrations #pandemicfatigue https://t.co/ohpjFFhfzl"
2021-03-25 13:23:37,cielciel99999,American,USA,87815,2016-02-22 01:56:10,52,[],"""Timing is critical""

""By the time the [] vaccine was available, concern was lower, &amp; so a lot of people chose not to get it.""

""An important aspect of timing is repetition.""

""This makes it important that people hear similar messages from a range of messengers.""

#COVIDFatigue https://t.co/lY8t8UWySz"
2021-03-25 13:22:04,tom_sobel,"Therapist in London! Music, travel, mental health advocacy, and blogging. Accepting new clients. Views are my own. Cis gendered male (he/him).","London, England",1751,2016-10-02 08:01:46,0,"[{'text': 'socialanxiety', 'indices': [174, 188]}, {'text': 'covidanxiety', 'indices': [189, 202]}, {'text': 'dating', 'indices': [203, 210]}, {'text': 'covidfatigue', 'indices': [211, 224]}, {'text': 'counselling', 'indices': [225, 237]}]","Good article @Independent  about dating post-covid after a year of social distancing. I'm already seeing clients with increased social anxiety as lockdown restrictions ease. #socialanxiety #covidanxiety #dating #covidfatigue #counselling 
https://t.co/WXbmUknRh0"
2021-03-25 13:05:47,AutisticMadeArt,he/him #ActuallyAutistic #EDS,United Kingdom,34989,2016-03-16 21:29:16,2,"[{'text': 'Coronavirus', 'indices': [19, 31]}, {'text': 'pandemicfatigue', 'indices': [56, 72]}]","#Coronavirus doesn’t care about your #pandemicfatigue, what right wing politicians think, or the economy. Get your damn vaccinations, &amp; respect the dangers of this disease. https://t.co/UsavMIr5Ua"
2021-03-25 13:01:00,autsomesmiles,"✿ Queer🌈Autistic,🎄, Democrat, Druid, animal lover, history, solver of word finds, reader of books. #AutismAcceptance #AntiWar #AntiDeathPenalty #EqualRights ✿",,47173,2013-12-15 17:27:42,2,"[{'text': 'Coronavirus', 'indices': [19, 31]}, {'text': 'pandemicfatigue', 'indices': [56, 72]}]","#Coronavirus doesn’t care about your #pandemicfatigue, what right wing politicians think, or the economy. Get your damn vaccinations, &amp; respect the dangers of this disease. https://t.co/UsavMIr5Ua"
2021-03-25 12:59:06,FatBlackDiva,"She/They
Saving my soul, one snarky comment at a time.

#thisfightlivesinmybody
#bravenewworldindeed
#theworldturnedupsidedown",Brooklyn,13075,2011-01-01 00:30:29,0,"[{'text': 'GotThatVax', 'indices': [158, 169]}, {'text': 'CovidBlues', 'indices': [170, 181]}, {'text': 'modernavaccine', 'indices': [182, 197]}]","Got my 2nd Moderna shot last night. This morning, I'm pretty sure I was run over by a tank as I slept. Grateful to be of my way to fully vaxxed, but ... ugh. #GotThatVax #CovidBlues #modernavaccine"
2021-03-25 11:27:30,PaulineEdwards,,"Donegal, Ireland",1910,2009-05-17 19:15:39,0,"[{'text': 'covidburnout', 'indices': [126, 139]}, {'text': 'itsreal', 'indices': [140, 148]}]",@Holly0910 And as I told you in my IG message you voiced exactly how I’m feeling and so many others. I 👏🏻your honesty. Xxxxxx #covidburnout #itsreal
2021-03-25 11:24:06,SSchulreich,Postdoc (Psychology) @stresscognition @unihh │ Decision & Social Neuroscience🧠 - Risk Research - Stress │ Austrian in Hamburg & Berlin #FirstGenDoc🏳️‍🌈,"Hamburg, Deutschland",989,2016-04-26 18:50:34,0,"[{'text': 'pandemicfatigue', 'indices': [43, 59]}, {'text': 'distancing', 'indices': [119, 130]}, {'text': 'trust', 'indices': [250, 256]}]","According to this preprint, policy-related #pandemicfatigue emerged for psychologically high-cost behaviours (physical #distancing) but not for low-cost &amp; habituating ones (mask wearing) &amp; is less intense in countries with high interpersonal #trust.  https://t.co/nBAa2fUAJO"
2021-03-25 11:11:24,barefootpagan,"Male #Wiccan (2002). Gothic hippie, with all the psychological complications that creates. Nostalgic, #INFP. Night sky gazer.","Middle, USA",10935,2013-05-20 17:02:04,2,"[{'text': 'Coronavirus', 'indices': [0, 12]}, {'text': 'pandemicfatigue', 'indices': [37, 53]}]","#Coronavirus doesn’t care about your #pandemicfatigue, what right wing politicians think, or the economy. Get your damn vaccinations, &amp; respect the dangers of this disease. https://t.co/UsavMIr5Ua"
2021-03-25 10:19:47,mkrivich,"Internationally followed blogger, Global influencer, Husband, Dad, Dog lover. Healthcare mktg strategist. F1 fan. Author. RT #endorsements","Global, USA, Chicago",63330,2009-03-22 17:24:31,0,"[{'text': 'covid19', 'indices': [80, 88]}, {'text': 'pandemic', 'indices': [90, 99]}, {'text': 'ideas', 'indices': [101, 107]}, {'text': 'sm', 'indices': [109, 112]}, {'text': 'global', 'indices': [113, 120]}, {'text': 'advcie', 'indices': [122, 129]}, {'text': 'influencer', 'indices': [131, 142]}, {'text': 'blog', 'indices': [144, 149]}, {'text': 'blogger', 'indices': [151, 159]}, {'text': 'lists', 'indices': [161, 167]}, {'text': 'solutions', 'indices': [169, 179]}, {'text': 'pandemicfatigue', 'indices': [181, 197]}, {'text': 'twitter', 'indices': [199, 207]}, {'text': 'instagram', 'indices': [209, 219]}, {'text': 'tiktok', 'indices': [221, 228]}]","22 Helpful, Powerful Blog Posts for Surviving the Worldwide COVID-19 Resurgence #covid19, #pandemic, #ideas, #sm #global, #advcie, #influencer, #blog, #blogger, #lists, #solutions, #pandemicfatigue, #twitter, #instagram, #tiktok https://t.co/C91TLklh0K"
2021-03-25 08:48:04,souls61,,,2666,2012-11-12 20:52:10,4,[],"Are you experiencing COVID fatigue? 

Join the Working Towards Wellness webinar on March 30 at noon. Registration is FREE. 
https://t.co/MukGIVLwWG

#pandemicfatigue #wellness #webinar #mentalhealth https://t.co/1mRkJlAMVD"
2021-03-25 07:45:03,BMLeadership,Leadership Mentor | Performance Coach | Keynote Speaker | Best Selling Author. https://t.co/bupO7c5QUt #LeadOn,"Hertfordshire, UK",10748,2011-06-15 10:43:23,0,"[{'text': 'Leadership', 'indices': [173, 184]}, {'text': 'covidfatigue', 'indices': [185, 198]}, {'text': 'lockdownlethargy', 'indices': [199, 216]}]","For anyone needing help through the challenging times ahead, here are a few pick 'n' mix ideas, some my own some curated from others but I hope they'll make a difference... #Leadership #covidfatigue #lockdownlethargy
https://t.co/LPoPdzcei2 https://t.co/VXFk2QgPOY"
2021-03-25 06:55:29,patralekha2011,"Visiting Fellow @YaleGHJP Words:@TheLancet,@bmj_latest @TheAtlIdeas,@MediaPart @NewStatesman,@AsianAge,@AmarUjala,@theHindu, @businessline,@GaonConnection",,97438,2010-07-28 17:34:59,1,[],"I'm reading in the newspaper that young students feel like they're 30 already. If it can be some consolation for them, some of us feel almost 75 these days :)  #pandemicfatigue"
2021-03-25 06:49:27,KristofDecoste1,"Institute of Tropical Medicine; editor International Health Policies (IHP) newsletter; interests: climate change, social justice, glob health agenda, GHG & fin",,33079,2012-09-27 13:53:11,1,"[{'text': 'pandemicfatigue', 'indices': [160, 176]}]","I'm reading in the newspaper that young students feel like they're 30 already. If it can be some consolation for them, some of us feel almost 75 these days :)  #pandemicfatigue"
2021-03-25 06:32:14,NikkiMarie2020,Today is a gift. Stop Complaining!,"Edmonton, Alberta",152,2011-11-29 07:01:42,0,"[{'text': 'everydaysamondayduringlockdown', 'indices': [54, 85]}, {'text': 'covidblues', 'indices': [86, 97]}, {'text': 'Beautifulbella', 'indices': [98, 113]}]","How I feel during lockdown 🤭

Monday's, am I right? 

#everydaysamondayduringlockdown
#covidblues
#Beautifulbella https://t.co/cX9kV6LRWl"
2021-03-25 03:16:21,fernandbteich,Hematology/Oncology fellow @EinsteinMed @MontefioreNYC via @slusom and @USJLiban. Interested in EBM & clinical reasoning. Views are my own.,"New York, NY",10921,2009-11-22 10:57:01,0,"[{'text': 'COVIDFatigue', 'indices': [189, 202]}]",Can someone please point at an instance when daily employee temperature checks and questionnaires on smartphones helped detect a COVID-19 infection? We all just click without even reading. #COVIDFatigue
2021-03-25 01:58:07,PeelAutism,"A place to get information about autism, find resources & connect with other families in Peel Region (Ontario, Canada)","Mississauga, Ontario",12046,2014-01-11 18:34:36,1,"[{'text': 'Autism', 'indices': [101, 108]}, {'text': 'mentalhealth', 'indices': [109, 122]}, {'text': 'covidfatigue', 'indices': [123, 136]}]","Caregivers and Increased Demands During the Pandemic 

https://t.co/EXDRO6dWE7 

#Autism #mentalhealth #covidfatigue #MentalHealthAwareness #mentalhealthmatters #stress #health #gethelp #findsupport #yourenotalone #selfcare"
2021-03-25 01:29:52,ALillyLacca,"ELA Educator & Michigan Youth Arts Creative Writing Coordinator. Pop Culture, Dog, and Coffee Enthusiast","Michigan, USA",341,2012-01-03 15:44:38,0,"[{'text': 'pandemicfatigue', 'indices': [162, 178]}]","@MeaghanMick I *may* have cried at an episode of Diners, Drive-Ins, and Dives the other night featuring a restaurant I miss going to have brunch at with friends. #pandemicfatigue shows it’s ugly face in the weirdest of places. https://t.co/bKmsOc3V09"
